,iid,id,gender,idg,match,age,imprace,imprelig,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,study_law,study_math,"study_social science, psychologist","study_medical science, pharmaceuticals, and bio tech",study_engineering,study_english/creative writing/ journalism,study_history/religion/philosophy,study_business/econ/finance,"study_education, academia",study_biological sciences/chemistry/physics,study_social work,study_undergrad/undecided,study_political science/international affairs,study_film,study_fine arts/arts administration,study_languages,study_architecture,study_other,race_black/african american,race_european/caucasian-american,race_latino/hispanic american,race_asian/pacific islander/asian-american,race_other,career_lawyer,career_academic/research,career_psychologist,career_doctor/medicine,career_engineer,career_creative arts/entertainment,career_banking/consulting/finance/marketing/business/ceo/entrepreneur/admin,career_real estate,career_international/humanitarian affairs,career_undecided,career_social work,career_speech pathology,career_politics,career_pro sports/athletics,career_other,career_journalism,career_architecture,goal_seemed like a fun night out,goal_to meet new people,goal_to get a date,goal_looking for a serious relationship,goal_to say i did it,goal_other,3_1sum
139,151,10.0,0.0,19.0,0.125,28.0,1.0,2.0,3.0,1.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,3.0,4.365436543654367,4.908490849084908,5.454545454545454,5.454545454545454,4.908490849084908,4.908490849084908,7.14228577142286,4.286571342865714,5.000499950005002,5.714428557144287,4.286571342865714,3.5696430356964304,9.0,10.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0
140,152,11.0,0.0,21.0,0.1875,27.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,5.0,4.200000000000001,6.0,6.0,4.200000000000001,5.400000000000001,4.200000000000001,7.296729672967299,4.053405340534055,4.053405340534055,7.296729672967299,2.433243324332433,4.866486648664866,7.0,9.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0
141,153,12.0,0.0,23.0,0.1875,28.0,1.0,1.0,6.0,3.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,10.0,6.0,7.0,9.0,7.0,7.0,8.0,5.0,6.0,2.928292829282929,5.853585358535853,5.853585358535853,4.3894389438943895,5.853585358535853,5.12151215121512,7.05758848230354,5.293941211757646,4.412117576484703,4.412117576484703,4.412117576484703,4.412117576484703,7.0,7.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0
142,154,13.0,0.0,25.0,0.4375,27.0,8.0,3.0,4.0,1.0,10.0,7.0,8.0,8.0,6.0,6.0,6.0,1.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,3.0,2.0,7.0,4.6140000000000025,5.192999999999999,5.192999999999999,5.192999999999999,5.192999999999999,4.6140000000000025,5.0,5.0,5.0,5.0,5.0,5.0,8.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
143,155,14.0,0.0,27.0,0.0625,27.0,5.0,1.0,5.0,1.0,2.0,1.0,10.0,10.0,7.0,8.0,5.0,1.0,1.0,10.0,4.0,10.0,9.0,5.0,7.0,7.0,4.0,3.0,4.527,5.6610000000000005,5.6610000000000005,5.093999999999999,5.093999999999999,3.9630000000000005,6.584999999999997,4.388999999999998,3.6599999999999984,6.584999999999997,2.927999999999999,5.852999999999999,7.0,10.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0
144,156,15.0,0.0,29.0,0.25,30.0,1.0,1.0,6.0,3.0,3.0,7.0,10.0,10.0,10.0,10.0,8.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,6.0,4.200000000000001,5.400000000000001,4.799999999999999,5.400000000000001,5.400000000000001,4.799999999999999,5.661566156615662,4.527452745274529,4.527452745274529,5.661566156615662,4.527452745274529,5.094509450945095,8.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0
145,157,16.0,0.0,31.0,0.0625,28.0,5.0,3.0,6.0,1.0,8.0,7.0,8.0,8.0,6.0,6.0,9.0,2.0,9.0,7.0,4.0,6.0,7.0,5.0,6.0,6.0,3.0,4.0,4.286142771445711,4.898020395920815,4.898020395920815,5.509898020395922,5.509898020395922,4.898020395920815,6.977999999999998,4.8839999999999995,4.1850000000000005,4.8839999999999995,4.1850000000000005,4.8839999999999995,7.0,8.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0
146,158,1.0,1.0,2.0,0.0,23.0,3.0,4.0,6.0,2.0,2.0,4.0,4.0,6.0,7.0,4.0,7.0,7.0,6.0,8.0,6.0,5.0,8.0,4.0,9.0,5.0,1.0,7.0,5.714428557144287,5.714428557144287,5.714428557144287,5.714428557144287,2.8557144285571434,4.286571342865714,4.56508698260348,5.86982603479304,5.86982603479304,5.86982603479304,2.6094781043791238,5.215956808638272,7.0,9.0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0
147,159,2.0,1.0,4.0,0.125,28.0,7.0,2.0,6.0,2.0,7.0,7.0,6.0,9.0,9.0,8.0,6.0,4.0,5.0,8.0,7.0,7.0,9.0,8.0,9.0,7.0,2.0,6.0,4.773954790958191,6.136227245449091,6.136227245449091,6.136227245449091,3.408681736347269,3.408681736347269,4.443,5.555999999999998,5.555999999999998,5.001,4.443,5.001,5.0,9.0,8.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0
148,160,3.0,1.0,6.0,0.1875,29.0,3.0,4.0,5.0,2.0,9.0,8.0,10.0,6.0,6.0,4.0,3.0,4.0,8.0,6.0,3.0,7.0,9.0,6.0,9.0,3.0,2.0,6.0,4.799999999999999,5.400000000000001,5.400000000000001,5.400000000000001,4.200000000000001,4.799999999999999,4.28614277144571,6.121775644871023,4.898020395920815,4.898020395920815,5.509898020395922,4.28614277144571,8.0,8.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0
149,161,4.0,1.0,8.0,0.125,22.0,6.0,2.0,4.0,2.0,9.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,9.0,9.0,8.0,6.0,8.0,6.0,9.0,6.0,2.0,7.0,5.001,5.625,5.625,5.625,5.625,2.499,4.365,5.453999999999998,5.453999999999998,4.9079999999999995,5.453999999999998,4.365,8.0,7.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0
150,162,5.0,1.0,10.0,0.125,27.0,1.0,1.0,6.0,2.0,3.0,3.0,3.0,8.0,7.0,7.0,6.0,2.0,8.0,5.0,4.0,3.0,9.0,10.0,10.0,7.0,3.0,4.0,4.565543445655435,4.565543445655435,5.870412958704132,5.216478352164785,3.9116088391160897,5.870412958704132,3.9119999999999995,5.8709999999999996,5.8709999999999996,5.217,5.217,3.9119999999999995,7.0,8.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0
151,163,6.0,1.0,12.0,0.1875,26.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,4.0,8.0,8.0,4.0,1.0,1.0,8.0,1.0,6.0,6.0,4.0,6.0,2.0,1.0,2.0,3.600000000000001,6.0,6.0,6.0,4.799999999999999,3.600000000000001,4.286142771445711,4.286142771445711,4.286142771445711,7.141571685662867,4.286142771445711,5.713857228554289,7.0,8.0,8.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0
152,164,7.0,1.0,14.0,0.125,27.0,1.0,1.0,6.0,2.0,7.0,5.0,5.0,6.0,7.0,7.0,7.0,1.0,3.0,7.0,2.0,5.0,6.0,4.0,6.0,2.0,2.0,5.0,6.153615361536153,6.924692469246922,6.153615361536153,5.385538553855384,0.7680768076807679,4.614461446144615,6.562031390582828,4.687593721883436,4.687593721883436,4.687593721883436,4.687593721883436,4.687593721883436,7.0,9.0,6.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0
153,165,8.0,1.0,16.0,0.1875,30.0,4.0,7.0,6.0,3.0,3.0,1.0,6.0,6.0,7.0,7.0,2.0,1.0,1.0,10.0,8.0,8.0,8.0,5.0,5.0,2.0,2.0,6.0,5.001,3.75,6.248999999999999,5.625,3.75,5.625,2.727272727272727,6.135613561356137,5.454545454545454,6.135613561356137,4.092409240924092,5.454545454545454,8.0,6.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0
154,166,9.0,1.0,18.0,0.1875,26.0,1.0,9.0,5.0,2.0,5.0,5.0,9.0,4.0,4.0,2.0,5.0,1.0,3.0,9.0,1.0,5.0,8.0,7.0,10.0,1.0,7.0,6.0,8.334000000000001,5.831999999999999,5.831999999999999,8.334000000000001,0.8339999999999997,0.8339999999999997,6.521347865213475,4.565543445655435,4.565543445655435,4.565543445655435,5.216478352164784,4.565543445655435,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0
155,167,10.0,1.0,20.0,0.1875,23.0,1.0,1.0,6.0,2.0,9.0,9.0,8.0,6.0,8.0,8.0,9.0,2.0,5.0,6.0,5.0,6.0,8.0,6.0,7.0,3.0,2.0,3.0,5.580558055805581,4.185418541854184,5.580558055805581,4.884488448844884,4.884488448844884,4.884488448844884,4.092,5.453999999999998,6.135000000000001,4.092,4.772999999999998,5.453999999999998,6.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0
156,168,11.0,1.0,22.0,0.0625,23.0,1.0,1.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.332666733326668,5.333466653334667,5.333466653334667,5.333466653334667,5.333466653334667,5.333466653334667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0
157,169,12.0,1.0,24.0,0.3125,28.0,2.0,3.0,6.0,2.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,6.0,5.333466653334667,5.999400059994001,5.333466653334667,4.667533246675332,4.667533246675332,3.9986001399860025,5.999400059994001,4.667533246675332,5.333466653334667,5.333466653334667,4.667533246675332,3.9986001399860025,7.0,9.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
158,170,13.0,1.0,26.0,0.0,28.0,2.0,1.0,5.0,3.0,2.0,1.0,8.0,8.0,8.0,8.0,5.0,3.0,1.0,9.0,8.0,7.0,8.0,6.0,8.0,4.0,5.0,6.0,4.884488448844886,6.279627962796281,5.580558055805581,5.580558055805581,4.185418541854185,3.4893489348934903,5.333466653334667,4.667533246675332,4.667533246675332,5.333466653334667,5.999400059994001,3.9986001399860025,7.0,8.0,6.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0
159,171,14.0,1.0,28.0,0.25,29.0,1.0,1.0,4.0,2.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0,8.0,5.86982603479304,3.260347930413916,5.86982603479304,5.86982603479304,5.86982603479304,3.260347930413916,4.56508698260348,4.56508698260348,5.86982603479304,5.86982603479304,5.86982603479304,3.260347930413916,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0
160,172,15.0,1.0,30.0,0.3125,27.0,5.0,7.0,3.0,1.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0,5.0,5.333466653334667,5.333466653334667,6.665333466653336,5.999400059994001,4.667533246675332,2.000799920007999,5.217,5.217,5.870999999999999,5.217,5.217,3.2609999999999983,5.0,6.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0
161,173,16.0,1.0,32.0,0.3125,22.0,5.0,7.0,4.0,1.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,3.0,5.510448955104489,5.510448955104489,6.122387761223877,6.122387761223877,4.898510148985101,1.8358164183581638,4.3740000000000006,5.625,5.625,6.248999999999999,5.001,3.126,7.0,9.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0
162,174,1.0,0.0,1.0,0.2,29.0,1.0,1.0,5.0,3.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,5.0,2.8557144285571434,7.142285771422857,5.000499950005,5.000499950005,5.000499950005,5.000499950005,5.121512151215121,5.121512151215121,4.3894389438943895,5.853585358535853,3.66036603660366,5.853585358535853,9.0,10.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0
163,175,2.0,0.0,3.0,0.3,23.0,5.0,8.0,3.0,1.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,7.0,3.671632836716328,6.1223877612238775,4.898510148985102,4.286571342865714,6.1223877612238775,4.898510148985102,6.665999999999999,3.3329999999999993,3.9989999999999997,6.0,5.334000000000001,4.668,7.0,10.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0
164,176,3.0,0.0,5.0,0.3,28.0,10.0,1.0,6.0,3.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,7.0,3.912,6.522,5.871000000000001,5.217,4.566000000000001,3.912,5.625,5.625,5.0009999999999994,5.625,3.75,4.3740000000000006,6.0,9.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0
165,177,4.0,0.0,7.0,0.0,22.0,8.0,3.0,5.0,2.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,6.0,4.527452745274528,5.094509450945095,5.094509450945095,5.094509450945095,5.661566156615662,4.527452745274528,7.5,4.5,4.5,5.25,3.75,4.5,9.0,9.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0
166,178,5.0,0.0,9.0,0.1,35.0,5.0,5.0,4.0,2.0,3.0,4.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,5.0,4.566000000000001,5.217,5.217,5.217,4.566000000000001,5.217,6.81968196819682,3.4083408340834076,3.4083408340834076,5.454545454545454,5.454545454545454,5.454545454545454,9.0,9.0,7.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0
167,179,6.0,0.0,11.0,0.1,30.0,5.0,1.0,6.0,3.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,2.0,5.744425557444257,6.383361663833618,5.105489451054894,5.105489451054894,3.8306169383061692,3.8306169383061692,6.819000000000001,4.092,5.454,6.819000000000001,3.4080000000000004,3.4080000000000004,8.0,10.0,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0
168,180,7.0,0.0,13.0,0.2,24.0,2.0,2.0,4.0,2.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,6.0,4.614000000000002,5.192999999999999,5.192999999999999,5.768999999999999,4.037999999999999,5.192999999999999,5.579999999999999,5.579999999999999,3.489,6.978,3.489,4.884,9.0,9.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0
169,181,8.0,0.0,15.0,0.5,22.0,7.0,8.0,5.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,4.0,4.614000000000002,5.768999999999999,5.768999999999999,5.192999999999999,5.192999999999999,3.4619999999999997,5.6610000000000005,3.396,5.094,5.6610000000000005,5.094,5.094,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0
170,182,9.0,0.0,17.0,0.0,22.0,7.0,5.0,4.0,3.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,6.0,4.82051794820518,5.3574642535746415,5.3574642535746415,5.3574642535746415,5.3574642535746415,3.7496250374962505,5.76957695769577,4.614461446144616,4.614461446144616,5.193519351935193,4.614461446144616,5.193519351935193,8.0,8.0,8.0,8.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0
